method_of_phasing	ground_truth_data_source	genome_grch38	chrom	interval	start_grch38	end_grch38	n_switch_errors_grch38	n_checked_grch38	n_gt_errors_grch38	n_gt_checked_grch38	MAC_grch38	AN_grch38	multiallelic_grch38	MAF_grch38	decipher	switch_error_rate_grch38	genotype_error_rate_grch38	genome_chm13	start_chm13	end_chm13	n_switch_errors_chm13	n_checked_chm13	n_gt_errors_chm13	n_gt_checked_chm13	MAC_chm13	AN_chm13	multiallelic_chm13	MAF_chm13	switch_error_rate_chm13	genotype_error_rate_chm13	abs_diff_SER	rel_drop_SER	abs_diff_GER	rel_drop_GER
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr16	16q13	56000000	57300000	529	54079	3327	359830	4686843	44769404	1753	96596.234	False	0.9781985613639306	0.9246032848845289	CHM13v2.0	61794998	63095972	457	51787	2447	338814	4455649	42154176	1527	91831.164	0.8824608492478807	0.7222251736941213	0.09573771211604987	9.787145053920343	0.2023781111904076	21.88810211891925
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q21.11	72000000	74600000	1210	110109	7979	691821	9382904	86074480	3050	193382.66	False	1.0989110790216967	1.1533330153320005	CHM13v2.0	72435109	75029437	930	93796	5574	584545	7991672	72726628	2438	164708.84	0.9915134973772869	0.9535621722878479	0.10739758164440982	9.773091171309357	0.1997708430441526	17.321176138068516
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6p24.3	7100000	10600000	1627	181007	10001	1117138	15389532	138995244	5377	317182.5	False	0.8988602650726214	0.8952340713501823	CHM13v2.0	6969513	10467733	1372	169165	7285	1036091	14357149	128912788	4622	295903.97	0.8110424733248603	0.703123567331441	0.08781779174776105	9.76990475162076	0.1921105040187413	21.45924849899896
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4q13.1	58500000	65500000	2570	347430	16843	2237619	29900536	278407760	9332	616255.6	False	0.7397173531358835	0.7527197436203393	CHM13v2.0	61991213	68936809	1963	294084	10626	1894957	25062506	235763532	7771	516543.56	0.6674963615837651	0.5607515104564378	0.07222099155211836	9.763322605039882	0.19196823316390155	25.503281239920216
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2p22.3	31800000	36300000	1692	222251	11987	1468820	19380347	182755432	6620	399432.7	False	0.761301411467215	0.8160972753638975	CHM13v2.0	31845058	36306629	1417	206252	9246	1344355	17918317	167267848	5553	369298.9	0.6870236409828754	0.6877647645153252	0.07427777048433959	9.75668366898047	0.12833251084857233	15.725148793242683
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q23.3	114600000	121300000	2924	273170	16446	1820141	23708128	226476804	8132	488628.88	False	1.0703957242742614	0.9035563728304565	CHM13v2.0	114610447	121325059	2258	233674	10931	1551087	20174395	192988300	6582	415796.25	0.9663034826296465	0.7047315850110277	0.10409224164461495	9.72465035911746	0.1988247878194288	22.004690996378628
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2p16.2	52600000	54700000	834	101054	5973	682324	8898035	84895444	2740	183389.3	False	0.8253013240445701	0.8753905769106759	CHM13v2.0	52596301	54694000	713	95644	5051	639123	8392652	79519428	2333	172973.16	0.745472794947932	0.7903017103124126	0.07982852909663818	9.672652493203449	0.08508886659826331	9.720103099412924
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr9	9q31.2	105400000	108500000	1345	127961	7017	910576	10275892	113294200	3968	211787.75	False	1.0511015074905636	0.7706111296585897	CHM13v2.0	117574632	120669232	1124	118361	5273	837229	9507873	104167588	3427	195958.78	0.9496371270942285	0.6298157373908453	0.1014643803963351	9.653147643044935	0.1407953922677444	18.270614950775776
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q14.3	88600000	93000000	1709	191264	20418	1179562	16147358	146792408	4861	332800.16	False	0.8935293625564664	1.7309814999126796	CHM13v2.0	88519134	92928863	1199	148455	12129	907351	12253212	112896336	3925	252541.08	0.8076521504833114	1.3367484027680576	0.08587721207315502	9.611011755389075	0.39423309714462196	22.775119038794422
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr17	17q11.2	27400000	33500000	2541	196420	17415	1414550	16649077	176035412	8025	343139.9	True	1.293656450463293	1.2311335760489202	CHM13v2.0	27486939	34446012	2132	182290	13874	1288592	15701692	160344044	7911	323614.56	1.1695649788798068	1.076679041931038	0.12409147158348621	9.59230493838188	0.15445453411788224	12.54571698170831
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr14	14q31.1	78800000	83100000	1477	165557	8651	1138945	13871289	141717216	4869	285890.16	False	0.8921398672360578	0.7595625776486135	CHM13v2.0	73008616	77312020	1236	153233	6049	1041103	12799200	129538696	4113	263793.8	0.8066147631384885	0.5810184006769743	0.0855251040975693	9.58651297161901	0.17854417697163916	23.5061839834659
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xq12	65400000	68500000	739	34634	5584	507039	5436438	63080852	2613	112045.12	False	2.1337414101749728	1.101295955537937	CHM13v2.0	63825591	66933457	591	30634	3973	438282	4715852	54526776	2194	97193.695	1.929228961284847	0.906493992452348	0.20451244889012576	9.584687624980537	0.19480196308558895	17.688429899884305
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr14	14q24.2	69800000	73300000	1548	136831	8027	967279	11695071	120344156	4366	241036.81	False	1.1313225804094103	0.8298536409867268	CHM13v2.0	64007668	67506518	1258	122928	5635	858707	10476792	106836188	3652	215927.33	1.023363269556163	0.6562191760402559	0.10795931085324728	9.5427522373131	0.17363446494647083	20.92350462426278
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2q11.2	96000000	102100000	2273	180905	17271	1295049	16549331	161295036	6212	341085.97	False	1.256460573229043	1.333617492465536	CHM13v2.0	94673023	102558292	1963	172694	12099	1222347	15442470	152280020	5585	318271.62	1.136692647109917	0.9898171304874966	0.11976792611912601	9.532167476718211	0.3438003619780393	25.779533031051926
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4q21.21	78000000	81500000	1096	131984	6473	885696	11422572	110203476	3501	235422.11	False	0.8304036852951873	0.7308376689067129	CHM13v2.0	81340837	84829707	851	113261	4624	762565	9764753	94880860	2949	201253.83	0.7513618986235333	0.6063745385639258	0.07904178667165396	9.51847734678064	0.12446313034278711	17.030201868080518
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr16	16q21	57300000	66600000	3820	381884	23355	2515101	33128257	313021928	11942	682788.7	False	1.0003037571618605	0.9285909392903108	CHM13v2.0	63095972	72394295	3260	360084	18038	2361844	31077034	293934160	10973	640513.9	0.9053443085502272	0.7637252926103502	0.0949594486116333	9.49306127581282	0.16486564667996062	17.75438890303642
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr19	19p12	19900000	24200000	1694	233457	15623	1530668	20905650	190557448	7734	430863.44	False	0.7256154238253726	1.0206654872251852	CHM13v2.0	20037734	25817676	1348	205182	10876	1361065	18150088	169446396	6760	374068.3	0.6569777075961829	0.7990801321024344	0.06863771622918968	9.459241627932668	0.2215853551227508	21.70989005664922
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2q14.2	118100000	121600000	1462	134532	7131	944421	10961739	117500884	4058	225923.31	False	1.0867302946510866	0.7550658022216786	CHM13v2.0	118533173	122035284	1261	128103	4327	895019	10388294	111353400	3543	214104.17	0.9843641444774908	0.4834534238937945	0.10236615017359585	9.419646316794939	0.27161237832788415	35.97201429712504
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr17	17q23.1	59500000	60200000	291	16521	3947	122837	1550020	15283800	859	31946.0	False	1.7613945887052844	3.2132012341558323	CHM13v2.0	60368167	61068949	197	12345	2758	89380	1194981	11120784	710	24628.592	1.5957877683272579	3.085701499216827	0.16560682037802654	9.402028451771049	0.12749973493900546	3.9679971980498108
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr15	15q25.1	78000000	81400000	1498	161168	7847	1021535	13609798	127098140	4640	280501.03	False	0.9294649061848506	0.7681577234260206	CHM13v2.0	75862542	79264071	1262	149855	6959	950833	12594644	118301464	4166	259577.52	0.8421474091621901	0.7318845685835472	0.08731749702266045	9.394383417989417	0.0362731548424734	4.72209726417816
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr20	20q11.23	35800000	39000000	1326	97436	7934	774901	7815192	96414092	4179	161073.08	False	1.3608933043228375	1.023872726967703	CHM13v2.0	37520975	40730034	978	79308	5227	625243	6365432	77792116	3334	131192.72	1.2331668936298987	0.8359949651575468	0.12772641069293877	9.385483071098932	0.18787776181015625	18.34971836456414
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q21.32	65200000	68100000	906	101401	5550	716725	8468142	89174908	3001	174529.28	False	0.8934823127977042	0.774355575708954	CHM13v2.0	64418827	67322320	734	90591	4517	643956	7530443	80121076	2749	155202.97	0.8102350123080659	0.7014454403717024	0.08324730048963824	9.317173859768001	0.07291013533725155	9.415588603530022
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr9	9p22.3	14200000	16600000	1143	119767	5538	802831	10382321	99892976	3198	213981.4	False	0.9543530354772182	0.6898089386184639	CHM13v2.0	14209493	16611825	952	109988	3677	736062	9433485	91586352	2791	194424.97	0.8655489689784339	0.499550309620657	0.08880406649878425	9.30515890845135	0.19025862899780693	27.581351639028227
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr21	21q22.2	38300000	41200000	1358	154959	10192	934824	13703917	116312144	4207	282437.84	False	0.8763608438361116	1.0902587011030953	CHM13v2.0	36683433	39588333	1190	149693	7267	898027	13179071	111731856	3938	271620.94	0.7949603521874771	0.8092184310716715	0.0814004916486345	9.28846744137022	0.28104027003142384	25.777392993706417
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4q22.2	92800000	94200000	611	51003	3003	354241	4563282	44075568	1519	94049.07	False	1.1979687469364546	0.8477279592142072	CHM13v2.0	96127729	97515472	463	42590	1842	292049	3777663	36336628	1232	77857.586	1.087109650152618	0.6307160784662847	0.11085909678383654	9.25392228030445	0.21701188074792244	25.599235980028233
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q13.13	108200000	111600000	1118	142667	7464	904925	12039729	112590660	3716	248140.47	False	0.7836430288714278	0.8248197364422467	CHM13v2.0	110919781	114320814	935	131365	4935	827588	10971759	102969144	3222	226129.53	0.7117573173980893	0.5963112079923827	0.07188571147333844	9.173272628592821	0.22850852844986402	27.70405682040369
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5p14.3	18400000	23300000	1843	215978	11248	1411497	17907987	175705476	6014	369088.66	False	0.8533276537425107	0.7968844425457511	CHM13v2.0	18401838	23407694	1328	171231	7257	1114000	14191502	138665308	4892	292488.6	0.7755605001430816	0.6514362657091561	0.0777671535994291	9.113398969125065	0.14544817683659494	18.252103952731446
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6q24.1	138300000	142200000	1510	137251	9923	963637	11834893	119897772	4636	243916.72	False	1.1001741335217958	1.029744602998847	CHM13v2.0	139488489	143392072	1269	126908	7363	883687	10890696	109946320	3969	224456.95	0.9999369622088442	0.8332135699631205	0.10023717131295162	9.11102781448604	0.1965310330357266	19.085415205225086
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr19	19q13.41	50900000	53100000	1249	138482	8165	834169	11967958	103798836	4042	246660.94	False	0.9019222714865469	0.9788184408674981	CHM13v2.0	53989630	56182556	1010	123176	5808	739207	10654392	91979364	3385	219587.69	0.8199649282327727	0.7857068453085536	0.08195734325377424	9.086963017189087	0.19311159555894453	19.729051629615334
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr15	15q15.1	39800000	42500000	1179	102005	7686	689824	8511374	85827028	3787	175420.92	False	1.1558256948188814	1.114197244514543	CHM13v2.0	37605195	40306040	1017	96783	5709	646381	7989402	80421900	3297	164663.8	1.050804376801711	0.8832252185630456	0.1050213180171704	9.086259155505905	0.23097202595149735	20.729904609675476
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr16	16p13.2	7800000	10400000	1564	176068	9519	1113691	15065144	138577972	5089	310498.03	False	0.8882931594611173	0.8547254130634081	CHM13v2.0	7831635	10435669	1339	165700	6726	1040333	14094998	129446508	4557	290500.75	0.808086904043452	0.6465237572969424	0.08020625541766535	9.029255101584077	0.20820165576646565	24.358893813658046
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr16	16q24.1	84100000	87000000	2078	195389	10226	1298641	17044685	161591008	5762	351295.7	False	1.0635194407054644	0.7874385607723766	CHM13v2.0	90166083	93070234	1797	185698	7964	1229286	16101553	152959300	5195	331857.28	0.9677002444829778	0.647855747157293	0.09581919622248669	9.009632786677313	0.13958281361508362	17.726184691561297
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p32.3	50200000	55600000	2289	186928	14872	1392634	14718006	173313440	7162	303339.75	False	1.224535650089874	1.0679044170973853	CHM13v2.0	50078974	55482505	1657	148617	9758	1104209	11622852	137413492	5701	239547.27	1.1149464731491012	0.8837095151370801	0.10958917694077286	8.949447648398767	0.1841949019603052	17.248257335703855
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p31.1	69300000	84400000	5205	583900	31965	3861367	49466576	480449892	15626	1019524.4	False	0.8914197636581606	0.8278156414554741	CHM13v2.0	69177517	84240464	4040	497671	22285	3292062	41753278	409615544	13338	860548.8	0.8117812771891472	0.6769313579148873	0.07963848646901339	8.933892843277025	0.1508842835405868	18.226797850219455
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q24.32	125400000	128700000	1684	181399	9867	1135218	15412902	141304796	4714	317660.97	False	0.928340288535218	0.8691722647103904	CHM13v2.0	125408188	128730796	1372	162252	7692	1014776	13709496	126312116	4148	282554.03	0.8455982052609522	0.7579997950286566	0.0827420832742658	8.912904491608398	0.11117246968173389	12.790614035386493
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5p15.1	15000000	18400000	1310	133016	8241	921723	10891443	114701280	4333	224472.9	False	0.984843928549949	0.8940864012290026	CHM13v2.0	14939449	18401838	973	108439	5283	753913	8741719	93813420	3499	180167.19	0.8972786543586717	0.7007439850486727	0.08756527419127724	8.891284360173234	0.19334241618032988	21.624578554663533
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr14	14q23.3	64300000	67400000	1091	120640	6592	734040	10088994	91329196	3583	207935.17	False	0.90434350132626	0.8980437033404174	CHM13v2.0	58507715	61607123	890	107913	5065	645993	9042532	80373380	2991	186367.34	0.8247384467117029	0.784064223606138	0.07960505461455702	8.802524095967145	0.11397947973427935	12.691974712401455
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr20	20p12.2	9200000	12000000	1164	123812	5660	764274	10594517	95089496	3132	218354.12	False	0.940135043452977	0.7405720984882385	CHM13v2.0	9242915	12043277	961	112042	3719	690461	9543889	85904660	2611	196700.19	0.8577140715088984	0.5386256428675913	0.0824209719440786	8.76692901919266	0.20194645562064717	27.268979756716337
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr14	14q22.1	50400000	53600000	1293	139996	7991	899469	12510605	111911380	3951	257844.66	False	0.9235978170804879	0.888413052589917	CHM13v2.0	44606207	47808271	1054	125084	5656	800648	11133625	99616412	3471	229465.56	0.8426337501199194	0.7064277934872752	0.08096406696056857	8.766160493589915	0.18198525910264174	20.484307223100238
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6p25.1	4200000	7100000	1387	154640	6991	964896	13026534	120057888	4066	268478.12	False	0.8969218830832901	0.7245340430471263	CHM13v2.0	4069276	6969513	1175	143567	4904	888993	12034423	110611044	3517	248030.2	0.8184332054023558	0.5516353897049808	0.07848867768093437	8.750893378932723	0.1728986533421455	23.863427122761095
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q24.23	117700000	120300000	1297	106939	9105	734412	8995840	91382568	4035	185405.05	False	1.212840965410187	1.2397673240633325	CHM13v2.0	117687226	120287197	945	85386	5590	584511	7152857	72726628	3155	147421.06	1.1067388096409247	0.9563549702229727	0.1061021557692623	8.748233181040199	0.2834123538403598	22.86012450396554
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12p11.22	27600000	30500000	1091	141380	5540	853347	12853878	106171464	3369	264918.9	False	0.7716791625406705	0.6492083525224792	CHM13v2.0	27471672	30374680	847	120247	4345	726723	10882448	90417020	2831	224288.36	0.7043834773424701	0.5978894296726539	0.0672956851982004	8.72068191871821	0.05131892284982531	7.904846364102869
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q13.2	33400000	34900000	597	64094	2868	417237	5268671	51911548	1690	108587.95	False	0.9314444409773146	0.6873791154667491	CHM13v2.0	32617334	34118269	478	56173	2201	369540	4628897	45977552	1419	95401.91	0.8509426236804158	0.5956053471883963	0.08050181729689876	8.64268589250825	0.09177376827835282	13.351259328854637
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr21	21q22.11	30200000	34400000	1825	180788	12101	1157494	14970617	144017064	5891	308549.12	False	1.0094696550656017	1.0454481837486846	CHM13v2.0	28565933	32782056	1606	174122	9601	1115406	14327642	138781756	5288	295296.16	0.9223418063197067	0.8607628074441055	0.08712784874589496	8.631051791272803	0.18468537630457915	17.66566523099682
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xp11.4	37800000	42500000	1228	73065	9273	831909	9934065	103498012	4531	204741.06	False	1.6806952713337437	1.114665185735459	CHM13v2.0	37203573	41906024	1063	69162	6862	775398	9358893	96467464	3887	192886.48	1.5369711691391226	0.8849648825506385	0.14372410219462117	8.551467041408788	0.2297003031848205	20.60711199419615
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q14.2	46700000	50300000	1425	143889	8946	954891	12415260	118806072	4317	255878.23	False	0.9903467256009841	0.9368608563699942	CHM13v2.0	45921251	49520618	1088	120123	6168	802099	10193479	99795936	3563	210088.16	0.9057382849246189	0.7689823824739839	0.08460844067636519	8.543315031916855	0.1678784738960103	17.919253724238228
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q14.1	57700000	62700000	1616	209039	10729	1351694	17534034	168175172	5379	361383.03	False	0.7730614861341664	0.7937447380842113	CHM13v2.0	57668365	62678775	1258	177928	7003	1149889	14759108	143066072	4429	304188.8	0.7070275617103547	0.6090153049555218	0.06603392442381162	8.541872232443781	0.1847294331286895	23.273153731331053
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6p12.2	51800000	53000000	554	51069	3009	347472	4626716	43231320	1451	95356.92	False	1.0848068299751317	0.8659690564995165	CHM13v2.0	51643048	52839576	457	46034	2194	304990	4182703	37947492	1232	86205.66	0.9927444932006778	0.719367848126168	0.09206233677445386	8.48651891107326	0.14660120837334845	16.929150905916956
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q23.3	111100000	116700000	2038	202970	14699	1414103	17384849	175938372	5907	358307.53	False	1.0040892742769867	1.0394575218353967	CHM13v2.0	112228628	117826624	1647	179179	11358	1243204	15258711	154676908	5015	314484.56	0.9191925393042711	0.9136070990762577	0.08489673497271555	8.455098281360197	0.12585042275913905	12.107317530101835
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr16	16q24.2	87000000	88700000	1082	106575	5275	672412	8903515	83677592	3095	183502.14	False	1.0152474783016654	0.7844892714585701	CHM13v2.0	93070234	94769136	852	91658	4232	576456	7673430	71727116	2579	158149.69	0.9295424294660586	0.7341410272423221	0.08570504883560681	8.44178889062366	0.05034824421624795	6.417964661599185
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q12.3	63900000	67400000	1352	136344	7415	881275	11121840	109645496	3904	229223.08	False	0.9916094584286803	0.8413945703667981	CHM13v2.0	64720135	68222153	1047	115320	4815	740385	9408896	92115220	3151	193918.62	0.9079084287200831	0.6503373245000912	0.08370102970859716	8.440926919074688	0.19105724586670692	22.70721164547298
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr17	17q21.32	46800000	49300000	1099	92449	8133	602742	8483240	74992512	3750	174840.5	False	1.188763534489286	1.3493335456961686	CHM13v2.0	47661458	50163080	846	77696	5871	502528	6972063	62522872	3251	143694.69	1.0888591433278418	1.1682931100356597	0.09990439116144412	8.404059197892943	0.18104043566050887	13.417026222905005
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4q25	106700000	113200000	2453	258325	14940	1704986	21370637	212134292	7459	440459.06	False	0.9495790186780219	0.8762535293544932	CHM13v2.0	110005081	116508718	1836	211076	9755	1398964	17319382	174060648	5923	356959.56	0.8698288768026683	0.6973017175567062	0.07975014187535356	8.398473461047985	0.17895181179778696	20.42237843305633
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11p15.1	16900000	22000000	1876	236068	18681	1520099	21039896	189126108	6230	433639.0	False	0.7946862768354881	1.228933115540501	CHM13v2.0	16997372	22120532	1468	201559	13435	1293138	17752820	160887468	5034	365890.3	0.7283227243635859	1.0389455727076307	0.06636355247190218	8.350912102844887	0.18998754283287034	15.459551087880918
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5p13.2	33800000	38400000	2014	197631	10742	1267081	16908971	157651184	5303	348498.0	False	1.0190708947482936	0.8477753198098622	CHM13v2.0	33919872	38649069	1454	155669	7110	1002749	13078734	124759476	4365	269554.8	0.9340331087114326	0.7090508192977505	0.08503778603686096	8.344638874007382	0.13872450051211171	16.363356808172313
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr10	10p15.1	3800000	6600000	1565	149008	9250	985137	13286308	122571224	4321	273833.97	False	1.0502791796413615	0.9389556985475117	CHM13v2.0	3803899	6600140	1302	135166	5303	896159	11877474	111498960	3728	244797.33	0.9632599914179603	0.5917476697773497	0.08701918822340127	8.285338785170971	0.347208028770162	36.97810549605958
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q14.2	82100000	83500000	501	52313	2835	352773	4640512	43910600	1467	95641.57	False	0.9576969395752489	0.8036329310916652	CHM13v2.0	82584664	83988771	383	43598	1790	293958	3843285	36588932	1190	79210.53	0.8784806642506536	0.6089305274903217	0.0792162753245953	8.271538944222668	0.1947024036013435	24.22777813956146
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr20	20q13.2	51200000	56400000	2508	252998	16810	1661891	21345043	206772832	8073	439924.66	False	0.9913121842860417	1.0114983473645385	CHM13v2.0	52970605	58177493	1911	210098	12395	1392891	17629247	173298884	6781	363341.53	0.9095755314186713	0.889875805070174	0.08173665286737042	8.245298924297838	0.12162254229436442	12.023998122315504
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xp11.21	54800000	58100000	563	51469	6523	513201	7936578	63847468	2323	163573.75	False	1.0938623248945967	1.2710419504248822	CHM13v2.0	54090881	57820107	472	47015	5114	489801	7109633	60936268	2159	146530.5	1.0039349143890248	1.0440975008217623	0.08992741050557185	8.221090393092856	0.22694444960311988	17.854992868430287
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr15	15q15.3	43300000	44500000	383	27047	3605	209040	2159280	26021276	1332	44503.086	False	1.4160535364365734	1.724550325296594	CHM13v2.0	41107300	42307677	329	25308	2115	188200	1973038	23440012	1089	40664.605	1.2999841947210369	1.1238044633368756	0.11606934171553651	8.19667750751989	0.6007458619597184	34.83492787352552
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q21	93000000	97400000	1614	180099	8885	1185183	15787349	147471688	4640	325380.5	False	0.8961737710925658	0.7496732572100681	CHM13v2.0	92928863	97406624	1263	153508	5987	1008494	13347977	125482424	3880	275103.8	0.8227584230137842	0.593657473420764	0.07341534807878158	8.192088459504632	0.15601578378930403	20.81117103868978
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q13.3	34900000	39500000	1659	189473	10156	1275466	16375131	158699216	5125	337495.9	False	0.8755864951734548	0.7962579951170787	CHM13v2.0	34118269	38718394	1345	167282	7555	1125522	14331528	140038424	4454	295376.53	0.8040315156442414	0.6712440982939472	0.07155497952921341	8.172234259396415	0.12501389682313158	15.70017476618869
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q24.21	113900000	116400000	1223	107620	7961	720096	9511418	89611588	3494	196031.6	False	1.1364058725144024	1.105547038172688	CHM13v2.0	113875849	116381153	989	94657	6021	626442	8323899	77952232	2876	171556.64	1.0448249997358885	0.9611424521344354	0.0915808727785139	8.058817275898333	0.14440458603825257	13.061821980630771
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr16	16q12.2	52600000	56000000	1597	149258	8664	991756	13370413	123396064	4381	275565.88	False	1.069959399161184	0.8736019746792558	CHM13v2.0	58397876	61794998	1390	141226	6479	935505	12576304	116394628	4027	259198.98	0.9842380298245366	0.6925671161565143	0.08572136933664742	8.011646928271333	0.18103485852274148	20.722807842691594
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q33.1	101100000	104200000	1175	147795	5973	922101	12720344	114730392	3684	262167.94	False	0.7950201292330592	0.6477598440951696	CHM13v2.0	100315089	103418692	981	134106	4426	838243	11526448	104293740	3315	237560.52	0.7315108943671423	0.5280091811085806	0.06350923486591686	7.988380737879308	0.11975066298658898	18.486892029230983
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr10	10q24.2	97500000	100100000	1034	101161	6259	670840	9082748	83464104	3124	187196.16	False	1.022133035458329	0.9330093613976508	CHM13v2.0	98380193	100984294	877	93209	4587	611722	8340882	76108472	2622	171905.72	0.9408962653820984	0.7498504222506303	0.08123677007623054	7.947768759846763	0.18315893914702053	19.630986217828283
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8p21.3	19200000	23500000	2391	207345	14934	1391968	17671504	173206696	6138	364217.66	False	1.1531505461911307	1.0728694912526724	CHM13v2.0	19465021	23774881	1906	179463	11308	1203534	15195168	149752128	5012	313177.3	1.0620573600129273	0.9395663105487673	0.09109318617820339	7.899505097498782	0.13330318070390512	12.424920439135756
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12p12.1	21100000	26300000	2056	208897	11613	1439255	18007393	179077616	6322	371134.9	False	0.9842171022082654	0.8068757794831355	CHM13v2.0	20978622	26172544	1630	179806	7492	1232841	15361014	153391128	5208	316590.28	0.9065325962426171	0.6077020475470883	0.07768450596564835	7.893025409876476	0.19917373193604715	24.684559507243222
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p32.1	58500000	60800000	776	84476	3959	586852	6686063	73012896	2180	137800.33	False	0.9186041005729438	0.6746164279920661	CHM13v2.0	58377946	60678767	607	71738	2703	498213	5624253	61984300	1841	115916.22	0.8461345451504084	0.5425390345093364	0.07246955542253541	7.889095572002713	0.13207739348272973	19.57814663302019
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q13.33	119300000	122200000	1079	111063	6259	694506	9176172	86409268	3153	189119.5	False	0.9715206684494385	0.9012161162034596	CHM13v2.0	122019706	124919592	890	99431	4327	621900	8159447	77374844	2650	168165.31	0.8950930796230552	0.6957710242804309	0.07642758882638334	7.866800090662296	0.20544509192302873	22.796428984038187
